name,link,cost for 2,cuisines,ratings,reviews,address
"gayatri bhavan Restaurant, Alkapuri",https://www.zomato.com/vadodara/gayatri-bhavan-1-alkapuri,300,"North Indian, Gujarati",3.7,157," Depo Road, Central Lodge, Opposite Railway Station, Alkapuri, Vadodara"
"william johns pizza Restaurant, Manjalpur",https://www.zomato.com/vadodara/william-johns-pizza-manjalpur,500,Pizza,3.5,195," Sairutu Complex, Near Tulsidham Char Rasta,Towards Eva Mall Road, Manjalpur, Vadodara"
"bhai bhai dabeli Restaurant, Karelibaug",https://www.zomato.com/vadodara/bhai-bhai-dabeli-1-karelibaug,300,Gujarati,4.0,191," Shop 6 & 7, Charbhuja Complex, Near Petrol Pump, Ambalal Park, Pani Tanki Road, Karelibaug, Vadodara"
"singhs delight Restaurant, Fatehgunj",https://www.zomato.com/vadodara/singhs-delight-fatehgunj,500,"North Indian, Mughlai",3.5,113," Shop 4, Aman Squre, Behind Blue Diamond Complex, Near Fatehgunj Petrol Pump, Fatehgunj, Vadodara."
"famous neelkanth juice Restaurant, Fatehgunj",https://www.zomato.com/vadodara/famous-neelkanth-juice-fatehgunj,100,Beverages,3.8,184," Navrang Apartment, Fatehgunj Main Road, Fatehgunj, Vadodara"
"farki Restaurant, Karelibaug",https://www.zomato.com/vadodara/farki-karelibaug,200,"Ice Cream, Desserts",4.1,348," GF, Opposite Vuda Builduing, Besides Dwarkesh Hospital, Karelibaug, Vadodara"
"santosh pav bhaji Restaurant, Subhanpura",https://www.zomato.com/vadodara/santosh-pav-bhaji-subhanpura,200,Street Food,3.7,277," 5-6, Shivalik Complex, Opposite Bharucha Hospital, Subhanpura, Vadodara"
"offshore lounge Restaurant, Makarpura",https://www.zomato.com/vadodara/the-offshore-lounge-makarpura,400,"Cafe, Fast Food, Desserts",3.8,195," 1-2, Ground Floor, Greenwoods Complex, Opposite M.E.S. Ground, Makarpura, Vadodara"
"sugar fancies Restaurant, Alkapuri",https://www.zomato.com/vadodara/the-sugar-fancies-alkapuri,400,"Bakery, Desserts",4.3,205," 4-5, Corner Point, Jetalpur Road, Alkapuri, Vadodara"
"hilton china Restaurant, Manjalpur",https://www.zomato.com/vadodara/hilton-china-2-manjalpur,400,Chinese,3.5,300," 3rd Floor, Food Court, Eva Mall, Manjalpur, Vadodara"
"vishal dalvada centre Restaurant, Alkapuri",https://www.zomato.com/vadodara/vishal-dalvada-centre-alkapuri,100,"Fast Food, Street Food",4.3,265," Race Course Circle, Opposite GEB, Alkapuri, Vadodara"
"fiorella hotel express residency Restaurant, Alkapuri",https://www.zomato.com/vadodara/fiorella-hotel-express-residency-alkapuri,"1,500","Italian, Continental, European",4.4,229," 18/19, Hotel Express Residency, Alkapuri, Vadodara"
"grand thakar Restaurant, Alkapuri",https://www.zomato.com/vadodara/the-grand-thakar-alkapuri,700,"Gujarati, North Indian, Chinese",4.1,206," 3rd Floor, Shreem Shalini Mall, Opposite Concourd Building, RC Dutt Main Road, Alkapuri, Vadodara"
"flames restaurant Restaurant, Diwalipura",https://www.zomato.com/vadodara/flames-restaurant-1-diwalipura,600,"Mughlai, Chinese, Biryani",4.0,264," Opposite Patrakar Colony, Near JP Police Station, Tandalja, Old Padra Road, Diwalipura, Vadodara"
"sheesh mahal multi cuisine restaurant Restaurant, Vadiwadi",https://www.zomato.com/vadodara/sheesh-mahal-multi-cuisine-restaurant-vadiwadi,"1,100","Chinese, Desserts, Italian, North Indian, Pizza",4.1,259," GF-08, Atlantis Heights, Shree Vikram Sarabhai Marg, Near Genda Circle, Vadiwadi, Vadodara"
"cakes n bakes Restaurant, Fatehgunj",https://www.zomato.com/vadodara/cakes-n-bakes-fatehgunj,200,Bakery,3.6,258," 21, Ground Floor ,The Emperor, Jayesh Colony, Fatehgunj Main Road, Fatehgunj, Vadodara"
"falafel lovers Restaurant, Diwalipura",https://www.zomato.com/vadodara/falafel-lovers-diwalipura,600,"Lebanese, Fast Food",4.3,152," Shop 5, Benisun Commercial Complex, Near Chakli Circle, Old Padra Road, Diwalipura, Vadodara"
"99 pancakes Restaurant, Sayajigunj",https://www.zomato.com/vadodara/99-pancakes-sayajigunj,300,"Desserts, Beverages, Cafe, Ice Cream, Healthy Food",4.2,222," Shop 3, Amin Nivas, Opposite Sardar Patel Statue, Sayajigunj, Vadodara"
"kaphi pibama Restaurant, Alkapuri",https://www.zomato.com/vadodara/kaphi-pibama-alkapuri,500,"Cafe, Mexican, Italian, Fast Food",3.9,238," 18-A, Nutan Bharat, SOC 002-Yogeshwar Apartment, Near Reliance Fresh, Alkapuri, Vadodara"
"la pizza treno Restaurant, Alkapuri",https://www.zomato.com/vadodara/la-pizza-treno-alkapuri,800,"Pizza, Italian",3.4,268," 2nd Floor, Race Course Road, Above Bata Showroom, Alkapuri, Vadodara"
"rs pizza Restaurant, Manjalpur",https://www.zomato.com/vadodara/r-s-pizza-manjalpur,500,"Pizza, Fast Food",-,," 3rd Floor, Eva Mall Foodcourt, Manjalpur, Vadodara"
"cafe leo Restaurant, Kendranagar",https://www.zomato.com/vadodara/cafe-leo-kendranagar,300,Fast Food,-,," Taksh Galaxy Mall, Near L & T Knowledge City, Ajwa-Waghodia Road, NH 8, Kendranagar, Vadodara"
"kanaiya kathiyavadi hotel Restaurant, Alkapuri",https://www.zomato.com/vadodara/kanaiya-kathiyavadi-hotel-alkapuri,200,"Gujarati, North Indian",-,," Tarsali- Jamwa Bridge, NH 8, Baroda By Pass, Alkapuri, Vadodara"
"da loca pizza cafe Restaurant, Kendranagar",https://www.zomato.com/vadodara/da-loca-pizza-cafe-kendranagar,350,Cafe,-,," Whagodiya Road, Opposite Narayan School, Kendranagar, Vadodara"
"pruthvi caterers Restaurant, Kendranagar",https://www.zomato.com/vadodara/pruthvi-caterers-kendranagar,250,Healthy Food,-,," C-502, Shreeji Aura, Near Parivar Char Rasta, Waghodia Road, Kendranagar, Vadodara"
"south express Restaurant, Subhanpura",https://www.zomato.com/vadodara/south-express-subhanpura,200,South Indian,-,," Shaheed Chandra Shekhar Azad Road, Sumant Park, Laxmipura, Subhanpura, Vadodara"
"pakwan tadka Restaurant, Diwalipura",https://www.zomato.com/vadodara/pakwan-tadka-diwalipura,200,Fast Food,-,," Shop 6, Shipra Complex, Beside Marvans, Near Manisha Crossing, Old Padra Road, Diwalipura, Vadodara"
"new bombay sandwich Restaurant, Nizampura",https://www.zomato.com/vadodara/new-bombay-sandwich-nizampura,300,"Street Food, Fast Food",-,," 9, Ground Floor, Fortune Gateway, TP 13, Chhani, Nizampura, Vadodara"
"dilip eggs recipe Restaurant, Karelibaug",https://www.zomato.com/vadodara/dilip-eggs-recipe-karelibaug,200,North Indian,-,," Shop-5, Sheela Lake Residency, Khodiyar Nagar, New VIP Road, Karelibaug, Vadodara"
"shree vallabh sweet farsan Restaurant, Manjalpur",https://www.zomato.com/vadodara/shree-vallabh-sweet-farsan-manjalpur,100,"Mithai, Street Food",-,," Shop 26, Dreamland Complex, Pramukh Chowk, Manjalpur, Vadodara"
"khusbu golawala Restaurant, Manjalpur",https://www.zomato.com/vadodara/khusbu-golawala-manjalpur,100,Ice Cream,-,," F31, Sahajanand Flat, Opposite Saraswati Complex, Manjalpur, Vadodara"
"jabsons Restaurant, Diwalipura",https://www.zomato.com/vadodara/jabsons-diwalipura,150,Street Food,-,," 6, Corner Point, Below Anjoy Restaurant, Jetalpur, Diwalipura, Vadodara"
"western dhaba Restaurant, Makarpura",https://www.zomato.com/vadodara/western-dhaba-makarpura,400,"North Indian, Gujarati",-,," Shop no. 8 Shree Nathji Market Near Saibaba Truck Parking Golden Chokadi, Vadodara"
"amritsari kulcha kulture Restaurant, Sayajigunj",https://www.zomato.com/vadodara/amritsari-kulcha-kulture-sayajigunj,200,North Indian,-,," Taste Of Punjab, Near Dairy Den Circle, Beside Kalyan Cafe, Sayajigunj, Vadodara"
"tasty paratha house Restaurant, Alkapuri",https://www.zomato.com/vadodara/tasty-paratha-house-1-alkapuri,100,Street Food,-,," 55, Under Shastri Pandya Bridge, Vadodara"
"sandwich momos corner Restaurant, Karelibaug",https://www.zomato.com/vadodara/sandwich-momos-corner-karelibaug,200,"Sandwich, Momos, Fast Food",3.5,19," 208, Meera Apartment, Beside OM Chemist, Near SBI Bank, VIP Road, Karelibaug, Vadodara"
"refuel club cafe Restaurant, Fatehgunj",https://www.zomato.com/vadodara/refuel-club-cafe-fatehgunj,300,"Cafe, Beverages, Fast Food",3.3,7," Old Modi Khana, Opposite Suba Elight, Fatehgunj, Vadodara"
"le fou delights Restaurant, Sayajigunj",https://www.zomato.com/vadodara/le-fou-delights-sayajigunj,200,"Bakery, Desserts",3.4,28," 301, Earth Flat, Opposite Rosary School, Pratapganj, Vadodara"
"kacchi karnavati Restaurant, Gotri",https://www.zomato.com/vadodara/kacchi-karnavati-gotri,100,"Fast Food, Street Food, Pizza, Sandwich, Burger",2.7,25," 12, Kishan Complex, Ground Floor, Opposite Yash Complex, Near Manmohan Samosa, Gotri, Vadodara"
"devikrupa tea stall nasta house Restaurant, Karelibaug",https://www.zomato.com/vadodara/devikrupa-tea-stall-nasta-house-karelibaug,150,"Fast Food, Beverages",3.4,21," Shop 1, Amitnagar Shopping Center, Amitnagar, Karelibaug, Vadodara"
"kapole nasta house Restaurant, Diwalipura",https://www.zomato.com/vadodara/kapole-nasta-house-diwalipura,100,Fast Food,3.5,21," 27, Surya Kiran Complex, TVS Showroom, Near Manisha Four Lane, Old Padra Road, Diwalipura, Vadodara"
"geeta bhavan hotel Restaurant, Sayajigunj",https://www.zomato.com/vadodara/geeta-bhavan-hotel-sayajigunj,300,North Indian,3.3,24," ST Depo Road, Railway Station, Vadodara"
"bin harif dabeli Restaurant, Sayajigunj",https://www.zomato.com/vadodara/bin-harif-dabeli-1-sayajigunj,100,Street Food,3.4,25," SB- 1 B.B.C Tower, Sayajigunj, Vadodara"
"taste baroda Restaurant, Alkapuri",https://www.zomato.com/vadodara/taste-of-baroda-alkapuri,700,North Indian,2.8,28," G-20, India Bulls, Megha Mall, Near Jetalpur Bridge, Alkapuri, Vadodara"
"chatoree Restaurant, Manjalpur",https://www.zomato.com/vadodara/chatoree-1-manjalpur,300,"Fast Food, Street Food",3.4,21," 3rd Floor, Eva Mall, Manjalpur, Vadodara"
"delhi 6 Restaurant, Kendranagar",https://www.zomato.com/vadodara/delhi-6-kendranagar,200,"North Indian, Chinese",3.3,14," 10, Nand Dham, Shopping Center, Waghodia Dabhoi Ring Road, Kendranagar, Vadodara"
"mitro eat treat repeat Restaurant, Mandvi",https://www.zomato.com/vadodara/mitro-eat-treat-repeat-mandvi,200,"Pizza, Sandwich, Fast Food",NEW,," E 11, Vrundavan Park, Opposite Ramvatika Society, Ayurvedic Three Road, Mandvi, Vadodara"
"m s cafe Restaurant, Alkapuri",https://www.zomato.com/vadodara/the-m-s-cafe-1-alkapuri,400,Fast Food,3.6,21," 30, Ground Floor, Atlantis K 10, Opposite Vadodara Central, Sarabhai Road, Alkapuri, Vadodara"
"spices maharashtra Restaurant, Makarpura",https://www.zomato.com/vadodara/spices-of-maharashtra-makarpura,200,Maharashtrian,3.6,21," 15, Shraddha Society, Near Maruti Dham Society, Makarpura, Vadodara"
"spice chilly Restaurant, Gorwa",https://www.zomato.com/vadodara/spice-chilly-gorwa,400,North Indian,3.3,27," Shop 29, 34, Kankavati Atrium, Near Undera, Opposite Reliance Sports Complex, Refinery Road, Undera, Gorwa, Vadodara"
"cinnamon bakery patisserie Restaurant, Diwalipura",https://www.zomato.com/vadodara/cinnamon-bakery-patisserie-diwalipura,300,"Bakery, Desserts",3.6,68," GF - 10, Taksh 2, Opposite IOC Petrol Pump, Vasna Road, Diwalipura, Vadodara"
"cake bonzer bites Restaurant, Alkapuri",https://www.zomato.com/vadodara/cake-bonzer-bites-alkapuri,500,"Bakery, Desserts",3.9,52," 9, 1st Floor, Ankur Apartment, Jetalpur Road, Beside Trisha Gallery, Alkapuri, Vadodara"
"lucky omlet center Restaurant, Makarpura",https://www.zomato.com/vadodara/lucky-omlet-center-makarpura,200,Street Food,3.7,85," 28, GIDC Road, Meera Nagar, GIDC Industrial Area, Manjalpur, Vadodara"
"nirmal chhole kulche Restaurant, Diwalipura",https://www.zomato.com/vadodara/nirmal-chhole-kulche-diwalipura,150,Street Food,3.6,89," 24A, Makrand Desai Road, Kalyan Nagar, Diwalipura, Vadodara"
"vanity restaurant Restaurant, Sayajigunj",https://www.zomato.com/vadodara/vanity-restaurant-sayajigunj,500,"North Indian, Chinese",3.3,83," Near Sardar Patel Statue, Sayajigunj, Vadodara"
"saideep dabeli corner Restaurant, Karelibaug",https://www.zomato.com/vadodara/saideep-dabeli-corner-karelibaug,100,Street Food,3.9,74," Subhash Park, Arth Complex, Sangam Char Rasta, Karelibaug, Vadodara"
"das pendawala Restaurant, Subhanpura",https://www.zomato.com/vadodara/das-pendawala-subhanpura,400,Mithai,3.5,81," Gf-3, Spandan house, Ellora Park, Subhanpura, Vadodara"
"grip time restaurant Restaurant, Sama",https://www.zomato.com/vadodara/grip-on-time-restaurant-sama,250,North Indian,3.4,69," Shop 7, Shilpa Complex, Sama-Savli Road, Sama, Vadodara"
"talk town Restaurant, Manjalpur",https://www.zomato.com/vadodara/talk-of-the-town-manjalpur,300,"Mughlai, North Indian, Biryani",3.8,55," C 31, Viral Park Society, GIDC, Vadsar Road, Manjalpur, Vadodara"
"food click Restaurant, Sayajigunj",https://www.zomato.com/vadodara/food-click-sayajigunj,400,"Gujarati, North Indian, Chinese",3.5,52," Ground Floor 17, India Bulls Mall, Jetalpur Road, Sayajigunj, Vadodara"
"punjabi khana khazana Restaurant, Sayajigunj",https://www.zomato.com/vadodara/punjabi-khana-khazana-sayajigunj,200,North Indian,3.5,74," GF-05&06, Shreerang Plaza, Near Suraj Plaza, Kadak Bazar, Sayajigunj, Vadodara"
"assal larilappa Restaurant, Mandvi",https://www.zomato.com/vadodara/assal-larilappa-mandvi,250,"Ice Cream, Beverages",3.8,87," 131, Padmavathi Shopping Complex, MG Road, Near Nyay Mandir, Bajwada, Mandvi, Vadodara"
"delhi 6 chaat wala Restaurant, Subhanpura",https://www.zomato.com/vadodara/delhi-6-chaat-wala-1-subhanpura,200,"Street Food, Fast Food",3.5,67," Shop 13, Manhar Park, Opposite Sudhan Lakshmi Jain Society, Subhanpura, Vadodara"
"chicken company london shakes Restaurant, Diwalipura",https://www.zomato.com/vadodara/the-chicken-company-london-shakes-diwalipura,600,"Cafe, Sandwich, Fast Food, Beverages",3.7,46," First Floor, 6, Siddharth Upscale, Tagore Nagar, Near Sukritinagar, Diwalipura, Vadodara"
"bharat cake bakery Restaurant, Diwalipura",https://www.zomato.com/vadodara/the-bharat-cake-bakery-diwalipura,250,"Desserts, Bakery",NEW,," 66 Rajiv Nagar-2, Near Mira Society, Diwalipura Diwalipura, Vadodara"
"mainland china Restaurant, Alkapuri",https://www.zomato.com/vadodara/mainland-china-alkapuri,"1,400","Chinese, Asian, Sushi, Momos, Japanese, Thai",4.0,375," Second Floor, Bell-E-Vista Complex, Chakli Circle, Race Course, Opposite GST Bhavan, Above RADO Showroom, Alkapuri, Vadodara"
"momoman Restaurant, Fatehgunj",https://www.zomato.com/vadodara/momoman-fatehgunj,600,"Tibetan, Thai, Momos",3.9,543," Shop 3, Royal Hub Complex, Near 7 Seas Mall, Fatehgunj, Vadodara"
"havmor restaurant Restaurant, Sayajigunj",https://www.zomato.com/vadodara/havmor-restaurant-sayajigunj,"1,200","North Indian, Chinese, Fast Food",4.2,568," Yash Kamal Building, Sayajigunj, Vadodara"
"pepperazzi diner Restaurant, Alkapuri",https://www.zomato.com/vadodara/pepperazzi-the-diner-alkapuri,900,"North Indian, Italian, Mexican, Thai, Chinese",4.1,469," First Floor, The Emerald Chakli, Circle Race Course, Alkapuri, Vadodara"
"jashn e paratha Restaurant, Diwalipura",https://www.zomato.com/vadodara/jashn-e-paratha-diwalipura,350,"North Indian, Chinese",4.2,482," 8, Lions Hall Road, Haribhakti Extension, Krishna Society, Diwalipura, Vadodara"
"21 rooftop restaurant Restaurant, Alkapuri",https://www.zomato.com/vadodara/21-a-rooftop-restaurant-alkapuri,800,"Continental, Mexican, Chinese, North Indian",3.5,1145," Shagun Hotel, Opposite Circuit House, R.C Dutt Road, Alkapuri, Vadodara"
"place Restaurant, Alkapuri",https://www.zomato.com/vadodara/that-place-alkapuri,"1,500","Italian, Mexican, Continental",4.3,551," 33, Sampatrao Colony, Alkapuri, Vadodara"
"kali mirch cafe restaurant Restaurant, Fatehgunj",https://www.zomato.com/vadodara/kali-mirch-cafe-and-restaurant-fatehgunj,600,"North Indian, Seafood, Lucknowi",4.2,408," Manu Smriti Complex, Near Navrachna School, GIPCL Circle, Karelibaug, Fatehgunj, Vadodara"
"barbeque nation Restaurant, Vadiwadi",https://www.zomato.com/vadodara/barbeque-nation-vadiwadi,"1,500","Mughlai, North Indian",4.7,444," 3rd Floor, Cine Mall, Near Natubhai Circle, Vadiwadi, Vadodara"
"shimla cafe Restaurant, Alkapuri",https://www.zomato.com/vadodara/the-shimla-cafe-2-alkapuri,400,North Indian,3.8,540," Shop 10, Atlantis K10, Near Genda Circle, Sarabhai Road, Alkapuri, Vadodara"
"maji sons omlet Restaurant, Akota",https://www.zomato.com/vadodara/maji-sons-omlet-akota,300,"Fast Food, Street Food",3.9,482," Ashwamegh-3, Opposite Aditya Imaging Center, Mujmahuda, Akota, Vadodara"
"pizza bite Restaurant, Karelibaug",https://www.zomato.com/vadodara/pizza-bite-karelibaug,300,"Pizza, Italian, Beverages, Ice Cream",4.4,426," B-1, Kapilakunj Apartment, Near Water Tank, Karelibaug, Vadodara"
"dawat pure veg restaurant Restaurant, Manjalpur",https://www.zomato.com/vadodara/dawat-pure-veg-restaurant-manjalpur,600,"North Indian, Chinese, South Indian",3.8,557," Opposite Shreyesh Vidhyalay, Manjalpur, Vadodara"
"tea villa café Restaurant, Subhanpura",https://www.zomato.com/vadodara/tea-villa-café-subhanpura,"1,000","Fast Food, Tea, Cafe, Italian",4.3,674," Atlantis Heights, Near Genda Circle, Subhanpura, Vadodara"
"saladific Restaurant, Alkapuri",https://www.zomato.com/vadodara/saladific-alkapuri,550,"Healthy Food, Salad",4.1,861," The Emerald, Near Chakli Circle, Alkapuri, Vadodara"
"masala bowl Restaurant, Fatehgunj",https://www.zomato.com/vadodara/masala-bowl-fatehgunj,200,North Indian,3.2,10," Shop 5, Lakshya Complex, Fatehgunj, Vadodara"
"burger brunch Restaurant, Bhayli",https://www.zomato.com/vadodara/burger-brunch-bhayli,200,"Burger, Sandwich, Beverages",3.1,7," Shop 9, Vihav Excelus Complex, Near Bright Day School, Vasna Bhayli Road, Bhayli, Vadodara"
"kake di hatti panjabi dhaba Restaurant, Diwalipura",https://www.zomato.com/vadodara/kake-di-hatti-panjabi-dhaba-diwalipura,300,North Indian,3.3,12," Sunpharma Road, Tandlja, Diwalipura, Vadodara"
"gopal bhajiya jalebi center Restaurant, Akota",https://www.zomato.com/vadodara/gopal-bhajiya-jalebi-center-1-akota,100,"Street Food, Beverages",NEW,," Silver Arket, Shreenagar Society, B.P.C Road, Akota, Vadodara"
"sanjari tea center Restaurant, Subhanpura",https://www.zomato.com/vadodara/sanjari-tea-center-1-subhanpura,50,"Tea, Coffee",3.2,13," Opp Dina Clinic Gorwa, Vadodara"
"vb grill n chill Restaurant, Karelibaug",https://www.zomato.com/vadodara/vb-grill-n-chill-karelibaug,200,Sandwich,3.2,13," Gf 6, Red Coral, Opp. Gada Circle, Near Bhidbhanjan Hunuman Temple, Harni, Vadodara, Gujarat"
"marz o rin Restaurant, Nizampura",https://www.zomato.com/vadodara/marz-o-rin-nizampura,300,"North Indian, Chinese",2.8,7," Ground Floor, Laxmi Apartment, Near Reliance Fresh, Behind Volga Apartment, Near EME, Nizampura, Vadodara"
"new karnavati dabeli vadapav Restaurant, Kendranagar",https://www.zomato.com/vadodara/new-karnavati-dabeli-and-vadapav-kendranagar,100,Street Food,3.1,5," D/111, Samarpan Park, Near Old Bapod Jakatnaka, Waghodia Road Kendranagar, Vadodara"
"shree jalaram sev usal Restaurant, Kendranagar",https://www.zomato.com/vadodara/shree-jalaram-sev-usal-kendranagar,100,Gujarati,3.2,9," Shop GF-7, Punam Complex, Opposite Meghdut Apartment, Vrundavan Char Rasta, Waghodia Road, Near Kendranagar, Vadodara"
"maratha chicken Restaurant, Danteshwar",https://www.zomato.com/vadodara/maratha-chicken-danteshwar,300,"Biryani, North Indian",3.2,11," 6- Bhagyoday Complex, Opposite Danteshwar Talav, Danteshwar, Vadodara"
"royal frankies Restaurant, Fatehgunj",https://www.zomato.com/vadodara/royal-frankies-fatehgunj,200,North Indian,3.1,9," Mangalkeerthi, Fatehgunj, Vadodara"
"swastik hotel Restaurant, Sayajigunj",https://www.zomato.com/vadodara/swastik-hotel-sayajigunj,500,North Indian,2.9,12," BBC Tower Lane, Opposite Sayajiganj Petrol Pump, Sayajigunj, Vadodara"
"payal snacks Restaurant, Vadiwadi",https://www.zomato.com/vadodara/payal-snacks-vadiwadi,150,Fast Food,3.3,15," GF- 19, Trivia, Natubhai Circle, Race Course, Vadiwadi, Vadodara"
"yeap me chatwala Restaurant, Kendranagar",https://www.zomato.com/vadodara/yeap-me-chatwala-kendranagar,100,Street Food,3.2,11," Near Vallabhacharya Hospital, Kaladarshan Char Rasta, Waghodiya Road, Kendranagar, Vadodara"
"house bakery Restaurant, Gotri",https://www.zomato.com/vadodara/house-of-bakery-gotri,250,"Bakery, Fast Food",3.2,6," Ground Floor 18, Safa Marwah Complex, Opposite Basera Complex, Vasna-Tandalja Road, Gotri, Vadodara"
"das pendawala Restaurant, Akota",https://www.zomato.com/vadodara/das-pendawala-akota,400,Mithai,3.2,16, Delivery Only
"pinch spice restaurant Restaurant, Kendranagar",https://www.zomato.com/vadodara/pinch-spice-restaurant-kendranagar,200,"North Indian, Chinese",3.2,8," Shop No 14, 15 - Ambika Avenue, National Highway 8, opp. Shivam Hotel, Kapurai Village, Vadodara, Kendranagar, Vadodara"
