name,link,cost for 2,cuisines,ratings,reviews,address
"fry mo Restaurant, Rajbansi Nagar",https://www.zomato.com/patna/fry-mo-rajbansi-nagar,250,"Chinese, Momos, Biryani, North Indian",3.8,129," Opposite Energy Park, Patel Nagar, Rajbansi Nagar, Patna"
"kushi food paradise Restaurant, Sri Krishnapuri",https://www.zomato.com/patna/kushi-food-paradise-sri-krishnapuri,400,"North Indian, Chinese",3.6,159," Vasant Vihar Colony, Opposite Laxmi Complex, Boring Road, Sri Krishnapuri, Patna"
"orion restaurant Restaurant, Mainpura",https://www.zomato.com/patna/orion-restaurant-mainpura,500,"North Indian, Chinese, South Indian",3.7,137," Hotel Galaxy, Saguna Khagaul Road, Danapur, Mainpura, Patna"
"om sweets chat Restaurant, Rajbansi Nagar",https://www.zomato.com/patna/om-sweets-chat-rajbansi-nagar,350,"Mithai, Street Food",3.8,169," Gandhi Murti, Patel Nagar, Patna"
"yummy momo Restaurant, Fraser Road Area",https://www.zomato.com/patna/yummy-momo-fraser-road-area,100,"Momos, Biryani, Chinese, Fast Food, Street Food, Beverages",3.6,128," Durga Vihar, SP Verma Road, Fraser Road Area, Patna"
"shakahari restaurant Restaurant, Hajipur",https://www.zomato.com/patna/shakahari-restaurant-hajipur,200,North Indian,3.7,131," Cinema Road, SBI Building, Hajipur, Hajipur, Patna"
"mings chimney Restaurant, Patliputra Colony",https://www.zomato.com/patna/mings-chimney-patliputra-colony,200,"Chinese, Momos",4.1,143," AN Path, New Patliputra Colony, Patliputra Colony, Patna"
"sweetzee Restaurant, Kankarbagh",https://www.zomato.com/patna/sweetzee-kankarbagh,150,"Mithai, Desserts, Street Food",3.8,125," B/144, Housing Colony, Kankarbagh, Patna"
"tushi restaurant Restaurant, Golambar",https://www.zomato.com/patna/tushi-restaurant-golambar,400,North Indian,3.6,129," 2nd Floor, Krisna Electric, Lalji Tola Mor, Opposite Chirchtan Kabristan, Golambar, Patna"
"masala junction premiere square Restaurant, Golambar",https://www.zomato.com/patna/masala-junction-the-premiere-square-golambar,"1,000","Chinese, North Indian",2.7,145," The Premiere Square, Elphin Stone Building, Gandhi Maidan, Golambar, Patna"
"food mall Restaurant, Khajpura",https://www.zomato.com/patna/the-food-mall-1-khajpura,800,"North Indian, Biryani, Kebab",3.8,137," Gola Road Crossing, Opposite Amity University, Khajpura, Patna"
"thali janki ka Restaurant, Kankarbagh",https://www.zomato.com/patna/thali-janki-ka-kankarbagh,150,North Indian,4.1,125," Platform no.1 rajendra nagar terminal, rajendra nagar"
"kebab theater Restaurant, Golambar",https://www.zomato.com/patna/kebab-theater-golambar,"1,800","North Indian, Mughlai, Kebab",3.4,151," Lemon Tree Premier - Plot 876, Exhibition Road, Golambar, Patna"
"food club cafe Restaurant, Rajendra Nagar",https://www.zomato.com/patna/food-club-cafe-rajendra-nagar,200,"Chinese, North Indian, Beverages",4.2,127," Ward 43, Road 10 E, Shiv Darshan Kutir, Rajendra Nagar, Patna"
"suruchi restaurant Restaurant, Phulwari Sharif",https://www.zomato.com/patna/suruchi-restaurant-phulwari-sharif,300,"Biryani, Chinese, Continental, Healthy Food, Hyderabadi, Mughlai, Roast Chicken",3.4,14," Hotel Krrish, Ara Garden Road, Near Bailey Road, Phulwari Sharif, Patna"
"chicken adda Restaurant, Kankarbagh",https://www.zomato.com/patna/chicken-adda-kankarbagh,300,North Indian,3.0,17," Shop 4, Moti Mansion Apartment, Opposite Apollo Trauma Centre, Housing Board Colony, Kankarbagh, Patna"
"maurya mutton Restaurant, Fraser Road Area",https://www.zomato.com/patna/maurya-mutton-fraser-road-area,300,"North Indian, Fast Food",3.1,5," Shop 15, Maurya Tower, Mauryalok Complex Fraser Road Area, Patna"
"shivay family restaurant Restaurant, Hajipur",https://www.zomato.com/patna/shivay-family-restaurant-hajipur,250,North Indian,2.8,10," Bagmali Near St. Paul's School Vaishali Hajipur, Hajipur, Patna"
"moms kitchen family restaurant Restaurant, Rukanpura",https://www.zomato.com/patna/moms-kitchen-family-restaurant-rukanpura,400,"North Indian, Chinese, Biryani",3.2,7," Gola Road, Danapur Cantt, Near St. Karen's High School, Rukanpura, Patna"
"hotel laavish Restaurant, Rajendra Nagar",https://www.zomato.com/patna/hotel-laavish-rajendra-nagar,200,"North Indian, Chinese",3.1,8," Near Cda Building Rajendra Path, Rajendra Nagar, Patna"
"new baba sweet Restaurant, Phulwari Sharif",https://www.zomato.com/patna/new-baba-sweet-phulwari-sharif,250,Mithai,2.9,9," Khanquah Market, Phulwari Sharif, Patna"
"taj kolkata biryani Restaurant, Muhammadpur",https://www.zomato.com/patna/taj-kolkata-biryani-muhammadpur,150,North Indian,3.1,13," Dargah Road, Banbari Chowk, Opposite Manglan Shadi Ghar, Muhammadpur, Patna"
"krishna foods Restaurant, Sri Krishnapuri",https://www.zomato.com/patna/krishna-foods-sri-krishnapuri,200,"Fast Food, Beverages, Bihari, Desserts, Gujarati",3.3,11," Goyal House, Near Bandhan Bank, North Sri Krishnapuri, Boring Road, Patna"
